Escenario,Agno,Energeticos,Precio
16,2036,generacion_solar_csp,4986.5291411679755
16,2037,generacion_solar_csp,5070.748160207638
16,2038,generacion_solar_csp,5159.868220181977
16,2039,generacion_solar_csp,5255.036775794577
16,2040,generacion_solar_csp,5355.8004342327495
16,2041,generacion_solar_csp,5461.851684780877
16,2042,generacion_solar_csp,5574.119151262113
16,2043,generacion_solar_csp,5692.257328219792
16,2044,generacion_solar_csp,5816.79982398762
16,2045,generacion_solar_csp,5947.038144160292
16,2046,generacion_solar_csp,6083.423793198688
16,2047,generacion_solar_csp,6225.898585430241
16,2048,generacion_solar_csp,6374.898608975105
16,2049,generacion_solar_csp,6530.32158240865
16,2050,generacion_solar_csp,6692.247691559427
17,2015,generacion_solar_csp,7332.0
