barra,agno,etapa,bloque,dem,cmg,perdidas
SING                          ,2023        ,8           ,5           ,     3060.94,       39.92,        7.94
SING                          ,2023        ,9           ,1           ,     2998.66,       39.31,        8.92
SING                          ,2023        ,9           ,2           ,     3020.66,       38.53,        3.54
SING                          ,2023        ,9           ,3           ,     3024.57,       35.57,       17.16
SING                          ,2023        ,9           ,4           ,     3235.70,       39.31,        3.49
SING                          ,2023        ,9           ,5           ,     3240.22,       39.31,        7.43
SING                          ,2023        ,10          ,1           ,     3120.11,       42.59,        0.13
SING                          ,2023        ,10          ,2           ,     3175.75,       40.40,        0.00
SING                          ,2023        ,10          ,3           ,     3169.32,       38.53,        7.34
SING                          ,2023        ,10          ,4           ,     3433.33,       42.59,        4.33
SING                          ,2023        ,10          ,5           ,     3310.35,       42.59,        1.17
SING                          ,2023        ,11          ,1           ,     2920.95,       55.19,        1.25
SING                          ,2023        ,11          ,2           ,     2959.62,       47.50,       12.59
SING                          ,2023        ,11          ,3           ,     3015.10,       47.50,       21.37
