barra,agno,etapa,bloque,potencia,energia
SING        ,2047        ,5           ,1           ,     3241.38,   706620.91
SING        ,2047        ,5           ,2           ,     3267.04,   303835.02
SING        ,2047        ,5           ,3           ,     3163.58,   980710.25
SING        ,2047        ,5           ,4           ,     3124.03,   193690.07
SING        ,2047        ,5           ,5           ,     3236.21,   200645.22
SING        ,2047        ,6           ,1           ,     3234.27,   679196.70
SING        ,2047        ,6           ,2           ,     3249.27,   292434.73
SING        ,2047        ,6           ,3           ,     3179.30,   953789.15
SING        ,2047        ,6           ,4           ,     3118.31,   187098.62
SING        ,2047        ,6           ,5           ,     3170.25,   190215.17
SING        ,2047        ,7           ,1           ,     3179.09,   689863.54
SING        ,2047        ,7           ,2           ,     3210.60,   298585.58
SING        ,2047        ,7           ,3           ,     3138.73,   973006.76
SING        ,2047        ,7           ,4           ,     3037.26,   188309.89
SING        ,2047        ,7           ,5           ,     3051.03,   189163.63
SING        ,2047        ,8           ,1           ,     3211.78,   693743.41
SING        ,2047        ,8           ,2           ,     3244.33,   301722.90
SING        ,2047        ,8           ,3           ,     3177.80,   985119.09
SING        ,2047        ,8           ,4           ,     3074.40,   190612.89
SING        ,2047        ,8           ,5           ,     3126.67,   193853.57
SING        ,2047        ,9           ,1           ,     3205.25,   673102.54
SING        ,2047        ,9           ,2           ,     3233.89,   291050.19
SING        ,2047        ,9           ,3           ,     3178.25,   953475.44
SING        ,2047        ,9           ,4           ,     3096.11,   185766.43
SING        ,2047        ,9           ,5           ,     3140.85,   188450.73
SING        ,2047        ,10          ,1           ,     3215.26,   697710.98
SING        ,2047        ,10          ,2           ,     3244.78,   301764.54
SING        ,2047        ,10          ,3           ,     3178.57,   985357.62
SING        ,2047        ,10          ,4           ,     3245.70,   201233.48
SING        ,2047        ,10          ,5           ,     3270.51,   202771.33
SING        ,2047        ,11          ,1           ,     3327.91,   698860.31
SING        ,2047        ,11          ,2           ,     3219.45,   289750.60
SING        ,2047        ,11          ,3           ,     3242.99,   972897.11
SING        ,2047        ,11          ,4           ,     3383.19,   202991.20
SING        ,2047        ,11          ,5           ,     3411.67,   204700.40
SING        ,2047        ,12          ,1           ,     3355.80,   728209.00
SING        ,2047        ,12          ,2           ,     3352.47,   311780.14
SING        ,2047        ,12          ,3           ,     3225.79,   999993.48
SING        ,2047        ,12          ,4           ,     3273.05,   202928.88
SING        ,2047        ,12          ,5           ,     3296.17,   204362.61
SING        ,2048        ,1           ,1           ,     3029.48,   657396.74
SING        ,2048        ,1           ,2           ,     2998.47,   278858.04
SING        ,2048        ,1           ,3           ,     2944.83,   912895.75
SING        ,2048        ,1           ,4           ,     3024.99,   187549.07
SING        ,2048        ,1           ,5           ,     3133.20,   194258.23
SING        ,2048        ,2           ,1           ,     2820.27,   572515.78
SING        ,2048        ,2           ,2           ,     2773.47,   241291.98
SING        ,2048        ,2           ,3           ,     2745.99,   796336.47
SING        ,2048        ,2           ,4           ,     2876.57,   166840.85
SING        ,2048        ,2           ,5           ,     2905.01,   168490.78
SING        ,2048        ,3           ,1           ,     3069.18,   666011.24
SING        ,2048        ,3           ,2           ,     3053.96,   284018.74
SING        ,2048        ,3           ,3           ,     3020.51,   936356.87
SING        ,2048        ,3           ,4           ,     3042.57,   188639.43
SING        ,2048        ,3           ,5           ,     3121.22,   193515.50
SING        ,2048        ,4           ,1           ,     3292.98,   691526.15
SING        ,2048        ,4           ,2           ,     3147.79,   283300.97
SING        ,2048        ,4           ,3           ,     3169.13,   950739.87
SING        ,2048        ,4           ,4           ,     3142.82,   188569.34
SING        ,2048        ,4           ,5           ,     3213.29,   192797.48
SING        ,2048        ,5           ,1           ,     3295.15,   718342.59
SING        ,2048        ,5           ,2           ,     3320.93,   308846.47
SING        ,2048        ,5           ,3           ,     3216.22,   997029.10
SING        ,2048        ,5           ,4           ,     3176.10,   196918.38
SING        ,2048        ,5           ,5           ,     3289.90,   203973.68
SING        ,2048        ,6           ,1           ,     3288.21,   690523.97
SING        ,2048        ,6           ,2           ,     3303.10,   297278.83
SING        ,2048        ,6           ,3           ,     3232.51,   969753.91
SING        ,2048        ,6           ,4           ,     3170.40,   190223.75
SING        ,2048        ,6           ,5           ,     3223.12,   193387.27
SING        ,2048        ,7           ,1           ,     3232.08,   701361.99
SING        ,2048        ,7           ,2           ,     3263.69,   303523.60
SING        ,2048        ,7           ,3           ,     3191.12,   989248.65
SING        ,2048        ,7           ,4           ,     3088.12,   191463.41
SING        ,2048        ,7           ,5           ,     3101.97,   192322.39
SING        ,2048        ,8           ,1           ,     3265.24,   705290.77
SING        ,2048        ,8           ,2           ,     3298.00,   306714.33
SING        ,2048        ,8           ,3           ,     3230.88,  1001572.82
SING        ,2048        ,8           ,4           ,     3125.69,   193792.73
SING        ,2048        ,8           ,5           ,     3178.55,   197069.90
SING        ,2048        ,9           ,1           ,     3258.42,   684268.58
SING        ,2048        ,9           ,2           ,     3287.23,   295850.67
SING        ,2048        ,9           ,3           ,     3231.14,   969343.50
SING        ,2048        ,9           ,4           ,     3147.64,   188858.29
SING        ,2048        ,9           ,5           ,     3192.90,   191574.24
SING        ,2048        ,10          ,1           ,     3268.83,   709336.02
SING        ,2048        ,10          ,2           ,     3298.69,   306778.34
SING        ,2048        ,10          ,3           ,     3231.57,  1001786.97
SING        ,2048        ,10          ,4           ,     3299.50,   204569.25
SING        ,2048        ,10          ,5           ,     3324.60,   206125.06
SING        ,2048        ,11          ,1           ,     3383.62,   710561.10
SING        ,2048        ,11          ,2           ,     3273.40,   294605.66
SING        ,2048        ,11          ,3           ,     3297.56,   989267.68
SING        ,2048        ,11          ,4           ,     3439.55,   206372.83
SING        ,2048        ,11          ,5           ,     3468.17,   208090.38
SING        ,2048        ,12          ,1           ,     3412.30,   740469.61
SING        ,2048        ,12          ,2           ,     3408.81,   317018.91
SING        ,2048        ,12          ,3           ,     3280.53,  1016963.60
SING        ,2048        ,12          ,4           ,     3328.10,   206342.32
SING        ,2048        ,12          ,5           ,     3351.47,   207791.01
SING        ,2049        ,1           ,1           ,     3077.61,   667840.86
SING        ,2049        ,1           ,2           ,     3046.02,   283279.74
SING        ,2049        ,1           ,3           ,     2991.41,   927336.53
SING        ,2049        ,1           ,4           ,     3072.77,   190511.47
SING        ,2049        ,1           ,5           ,     3182.63,   197323.15
SING        ,2049        ,2           ,1           ,     2967.58,   581645.87
SING        ,2049        ,2           ,2           ,     2918.19,   245128.03
SING        ,2049        ,2           ,3           ,     2889.16,   808964.70
SING        ,2049        ,2           ,4           ,     3026.50,   169484.03
SING        ,2049        ,2           ,5           ,     3056.24,   171149.67
SING        ,2049        ,3           ,1           ,     3122.57,   677598.62
SING        ,2049        ,3           ,2           ,     3106.87,   288938.93
